Chip,SubChipFamily,KWords,Data EEPROM,HEFWords,SAFWords,ProgMemRowSizeWords,RAM,I/O,ADC Channels,Max. Speed MHz,Int Oscillator (MHz),Parallel Port,USART,Pin Count,PWMTimerVariant,FixedConstants,SMTClockSourceVariant,ConfigBaseLoc,IntOSCCONFormat,READAD10BITFORCE,Stack,IDAddress,IDLength,NoBankRAM,31kSupport,SectorRAMAddress,SectorRAMAddressSize,WriteFlashBlockSize,EraseFlashBlockSize,,
PIC18F2321,,4,256,0,0,,512,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F2331,,4,256,0,0,,768,24,5,40,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F23K20,,4,256,0,0,,512,25,10,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F23K22,,4,256,0,0,,512,25,17,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F2410,,8,0,0,0,,768,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F242,,8,,0,0,,768,,5,40,,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F2420,,8,256,0,0,,768,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F2423,,8,256,0,0,,768,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F2431,,8,256,0,0,,768,24,5,40,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F2439,,6,,0,0,,384,,0,40,,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F2450,,8,0,0,0,,768,23,10,48,0.032,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,16,64,,
PIC18F2455,,12,256,0,0,,2048,24,10,48,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F2458,,12,256,0,0,,2048,24,10,48,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F248,,8,,0,0,,768,,5,40,,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F2480,,8,256,0,0,,768,25,8,40,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F24J10,,8,0,0,0,,1024,21,10,40,0.032,No,1,28,0,,0,16376,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F24J11,,8,0,0,0,,3776,21,10,48,32,No,1,28,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F24J50,,8,0,0,0,,3776,22,10,48,32,No,1,28,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F24K20,,8,256,0,0,,768,25,10,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F24K22,,8,256,0,0,,768,25,17,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F24K40,16104,8,256,0,0,,1024,25,24,64,64,No,1,28,2,,0,0,1,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F24K42,16103,8,256,0,128,32,1024,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F24K50,,8,256,0,0,,2048,25,14,48,16,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,INTOSCIO|OSCCON|2,0,0,64,64,,
PIC18F24Q10,16100,8,256,0,0,,1024,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,1024,256,128,128,,
PIC18F2510,,16,0,0,0,,1536,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F2515,,24,0,0,0,,3968,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F252,,16,,0,0,,1536,,5,40,,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F2520,,16,256,0,0,,1536,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F2523,,16,256,0,0,,1536,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F2525,,24,1024,0,0,,3968,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,64,64,,
PIC18F2539,,12,,0,0,,1400,,5,40,,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F2550,,16,256,0,0,,2048,24,10,48,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F2553,,16,256,0,0,,2048,24,10,48,8,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F258,,16,,0,0,,1536,,5,40,,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F2580,,16,256,0,0,,1536,25,8,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F2585,,24,1024,0,0,,3328,25,8,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F25J10,,16,0,0,0,,1024,21,10,40,0.032,No,1,28,0,,0,32760,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F25J11,,16,0,0,0,,3776,21,10,48,32,No,1,28,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F25J50,,16,0,0,0,,3776,22,10,48,32,No,1,28,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F25K20,,16,256,0,0,,1536,25,10,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F25K22,,16,256,0,0,,1536,25,17,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F25K40,16104,16,256,0,0,,2048,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F25K42,16103,16,256,0,128,32,2048,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F25K50,,16,256,0,0,,2048,25,14,48,48,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,INTOSCIO|OSCCON|2,0,0,64,64,,
PIC18F25K80,,16,1024,0,0,,3648,24,8,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F25K83,16107,16,1024,0,128,64,2048,25,24,64,64,No,1,28,0,,3,0,,,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F25Q10,16100,16,256,0,0,,2048,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,2048,256,128,128,,
PIC18F25Q43,16101,16,1024,0,128,128,2048,25,24,64,64,No,1,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F2610,,32,0,0,0,,3968,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F2620,,32,1024,0,0,,3968,25,10,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,64,64,,
PIC18F2680,,32,1024,0,0,,3328,25,8,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F2682,,40,1024,0,0,,3328,25,8,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F2685,,48,1024,0,0,,3328,25,8,40,32,No,1,28,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F26J11,,32,0,0,0,,3776,21,10,48,32,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F26J13,,32,0,0,0,,3760,22,10,48,48,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F26J50,,32,0,0,0,,3776,22,10,48,32,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F26J53,,32,0,0,0,,3760,22,13,48,48,No,1,28,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F26K20,,32,1024,0,0,,3936,25,10,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F26K22,,32,1024,0,0,,3896,25,17,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F26K40,16104,32,1024,0,0,,3720,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F26K42,16103,32,1024,0,0,,4096,36,35,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F26K80,,32,1024,0,0,,3648,24,8,64,64,No,1,28,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F26K83,16107,32,1024,0,128,64,4096,25,24,64,64,No,1,28,0,,3,0,,,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F26Q10,16100,32,1024,0,0,,3615,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,3328,256,128,128,,
PIC18F26Q43,16101,32,1024,0,128,128,4096,25,24,64,64,No,1,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F27J13,,64,0,0,0,,3760,22,10,48,48,No,1,28,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F27J53,,64,0,0,0,,3760,22,10,48,48,No,1,28,0,,0,131056,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F27K40,16104,64,1024,0,0,,3720,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F27K42,16103,64,1024,0,128,64,8192,25,24,64,64,No,1,28,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F27Q10,16100,64,1024,0,0,,3615,25,24,64,64,No,1,28,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,3328,256,128,128,,
PIC18F27Q43,16101,64,1024,0,128,128,8192,25,24,64,64,No,1,28,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F4220,,2,256,0,0,,512,36,13,40,8,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4221,,2,256,0,0,,512,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4320,,4,256,0,0,,512,36,13,40,8,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4321,,4,256,0,0,,512,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4331,,4,256,0,0,,768,36,9,40,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F43K20,,4,256,0,0,,512,36,13,64,64,PSP,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F43K22,,4,256,0,0,,512,36,28,64,64,No,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F4410,,8,0,0,0,,768,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F442,,8,,0,0,,768,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4420,,8,256,0,0,,768,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F4423,,8,256,0,0,,768,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F4431,,8,256,0,0,,768,36,9,40,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F4439,,6,,0,0,,384,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4450,,8,0,0,0,,768,34,13,48,0.032,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,16,64,,
PIC18F4455,,12,256,0,0,,2048,35,13,48,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F4458,,12,256,0,0,,2048,35,13,48,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F448,,8,,0,0,,768,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F4480,,8,256,0,0,,768,36,11,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F44J10,,8,0,0,0,,1024,32,13,40,0.032,PSP,1,40,0,,0,16376,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F44J11,,8,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F44J50,,8,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,16376,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F44K20,,8,256,0,0,,768,36,13,64,64,PSP,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F44K22,,8,256,0,0,,768,36,28,64,64,No,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F4510,,16,0,0,0,,1536,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F4515,,24,0,0,0,,3968,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F452,,16,,0,0,,1536,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4520,,16,256,0,0,,1536,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,32,64,,
PIC18F4523,,16,256,0,0,,1536,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F4525,,24,1024,0,0,,3968,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F4539,,12,,0,0,,1400,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,8,64,,
PIC18F4550,,16,256,0,0,,2048,35,13,48,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F4553,,16,256,0,0,,2048,35,13,48,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F458,,16,,0,0,,1536,,8,40,,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F4580,,16,256,0,0,,1536,36,11,40,8,PSP,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F4585,,24,1024,0,0,,3328,36,11,40,8,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F45J10,,16,0,0,0,,1024,32,13,40,0.032,PSP,1,40,0,,0,32760,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F45J11,,16,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F45J50,,16,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,32760,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F45K20,,16,256,0,0,,1536,36,13,64,64,PSP,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,32,64,,
PIC18F45K22,,16,256,0,0,,1536,36,28,64,64,No,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F45K40,16104,16,256,0,0,,2048,36,35,64,64,No,1,40,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F45K42,16103,16,256,0,128,64,2048,36,35,64,64,No,1,40,2,,3,0,,4,31,2097152,8,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F45K50,,16,256,0,0,,2048,36,25,48,48,No,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,INTOSCIO|OSCCON|2,0,0,64,64,,
PIC18F45K80,,16,1024,0,0,,3648,35,11,64,64,No,1,44,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F45Q10,16100,16,256,0,0,,2048,35,24,64,64,No,1,40,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,2048,256,128,128,,
PIC18F45Q43,16101,16,1024,0,128,128,2048,36,35,64,64,No,1,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F4610,,32,0,0,0,,3968,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,-1,-1,,
PIC18F4620,,32,1024,0,0,,3968,36,13,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:7F|F80:FFF,,0,0,64,64,,
PIC18F4680,,32,1024,0,0,,3328,36,11,40,32,No,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F4682,,40,1024,0,0,,3328,36,11,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F4685,,48,1024,0,0,,3328,36,11,40,32,PSP,1,40,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F46J11,,32,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F46J13,,32,0,0,0,,3760,34,13,48,48,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F46J50,,32,0,0,0,,3776,34,13,48,32,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F46J53,,32,0,0,0,,3760,34,13,48,48,PMP,1,44,0,,0,65528,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F46K20,,32,1024,0,0,,3936,36,13,64,64,PSP,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F46K22,,32,1024,0,0,,3896,36,28,64,64,No,1,40,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F46K40,16104,32,1024,0,0,,3720,36,35,64,64,No,1,40,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F46K42,16103,32,1024,0,128,64,4096,36,35,64,64,No,1,40,2,,3,0,,4,31,2097152,8,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F46K80,,32,1024,0,0,,3648,35,11,64,64,No,1,44,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F46Q10,16100,32,1024,0,0,,3615,35,24,64,64,No,1,40,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,3328,256,128,128,,
PIC18F46Q43,16101,32,1024,0,128,128,4096,36,35,64,64,No,1,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F47J13,,64,0,0,0,,3760,34,13,48,48,PMP,1,44,0,,0,131056,,,31,2097152,16,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F47J53,,64,0,0,0,,3760,34,13,48,48,PMP,1,44,0,,0,131056,,,31,2097152,16,0:5F|F60:FFF,,0,0,64,1024,,
PIC18F47K40,16104,64,1024,0,0,,3720,36,35,64,64,No,1,40,2,,0,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F47K42,16103,64,1024,0,128,64,8192,36,35,64,64,No,1,40,2,,3,0,,4,31,2097152,8,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F47Q10,16100,64,1024,0,0,,3615,35,35,64,64,No,1,40,2,,0,0,,,31,2097152,128,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,3328,256,128,128,,
PIC18F47Q43,16101,64,1024,0,128,128,8192,36,35,64,64,No,1,40,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F55K42,16103,16,256,0,128,64,2048,44,43,64,64,No,1,48,2,,3,0,,4,31,2097152,8,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F55Q43,16101,16,1024,0,128,128,2048,44,43,64,64,No,1,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F56K42,16103,32,1024,0,128,64,4096,44,43,64,64,No,1,48,2,,3,0,,4,31,2097152,8,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F56Q43,16101,32,1024,0,128,128,4096,44,43,64,64,No,1,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F57K42,16103,64,1024,0,128,64,8192,44,43,64,64,No,1,48,2,,3,0,,4,31,2097152,16,0:5F|3F60:3FFF,LFINTOSC|OSCCON1|80,0,0,128,128,,
PIC18F57Q43,16101,64,1024,0,128,128,8192,44,43,64,64,No,1,48,2,,4,0,,,128,2097152,8,500:55F|460:4FF,LFINTOSC|OSCCON1|80,0,0,256,256,,
PIC18F6310,,4,0,0,0,,768,54,12,40,32,PSP,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6390,,4,0,0,0,,768,50,12,40,32,No,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6393,,4,0,0,0,,768,50,12,40,32,No,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F63J11,,4,0,0,0,,1024,52,12,40,32,PSP,1,64,0,,0,8184,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F63J90,,4,0,0,0,,1024,51,12,40,32,No,1,64,0,,0,8184,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6410,,8,0,0,0,,768,54,12,40,32,PSP,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6490,,8,0,0,0,,768,50,12,40,32,No,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6493,,8,0,0,0,,768,50,12,32,32,No,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F64J11,,8,0,0,0,,1024,52,12,40,32,PSP,1,64,0,,0,16376,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F64J90,,8,0,0,0,,1024,51,12,40,8,No,1,64,0,,0,16376,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F6520,,16,1024,0,0,,2048,52,12,40,0,PSP,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F6525,,24,,0,0,,3840,,12,40,32,No,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F6527,,24,1024,0,0,,3936,54,12,40,32,PSP,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F6585,,24,1024,0,0,,3328,53,12,40,0,PSP,1,64,0,,0,0,,,31,2097152,8,0:5F|F60:FFF,,0,0,8,64,,
PIC18F65J10,,16,0,0,0,,2048,50,11,40,0.032,PSP,1,64,0,,0,32760,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65J11,,16,0,0,0,,2048,52,12,40,32,PSP,1,64,0,,0,32760,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65J15,,24,0,0,0,,2048,50,11,40,0.032,PSP,1,64,0,,0,49144,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65J50,,16,0,0,0,,3904,49,8,48,32,PMP,1,64,0,,0,32760,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65J90,,16,0,0,0,,2048,51,12,40,8,No,1,64,0,,0,32760,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65J94,,12,0,0,0,,3862,53,16,64,8,No,0,64,0,,0,0,,,31,2097152,16,0:5F|F60:FFF,,0,0,-1,-1,,
PIC18F65K22,,16,1024,0,0,,2048,53,16,64,64,PSP,1,64,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
PIC18F65K40,16104,16,1024,0,0,,2048,53,47,64,64,No,1,64,2,,3,0,,,31,2097152,16,0:5F|F60:FFF,LFINTOSC|OSCCON1|80,0,0,64,64,,
PIC18F65K80,,16,1024,0,0,,3648,54,11,64,64,No,1,64,0,,0,0,1,,31,2097152,8,0:5F|F60:FFF,,0,0,64,64,,
