ARM.CMSIS.pdsc                              ARMCM0                   5.4.0          Cortex-M0
Microchip.ATmega_DFP.pdsc                    ATmega64                 3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega640                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega644                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega644A               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega644P               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega644PA              3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega644RFR2            3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega645                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6450               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6450A              3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6450P              3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega645A               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega645P               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega649                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6490               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6490A              3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega6490P              3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega649A               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega649P               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega64A                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega64C1               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega64HVE2             3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega64M1               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega64RFR2             3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega8                  3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega808                3.1.264        AVR8X
Microchip.ATmega_DFP.pdsc                    ATmega809                3.1.264        AVR8X
Microchip.ATmega_DFP.pdsc                    ATmega8515               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega8535               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega88                 3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega88A                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega88P                3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega88PA               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega88PB               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega8A                 3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega8HVA               3.1.264        AVR8
Microchip.ATmega_DFP.pdsc                    ATmega8U2                3.1.264        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny3214               3.1.260        
Microchip.ATtiny_DFP.pdsc                    ATtiny10                 3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny102                3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny104                3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny11                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny12                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny13                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny13A                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny15                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny1604               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1606               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1607               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1614               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1616               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1617               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1624               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1626               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1627               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny1634               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny167                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny20                 3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny202                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny204                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny212                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny214                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny2313               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny2313A              3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny24                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny24A                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny25                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny26                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny261                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny261A               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny3216               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny3217               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny3224               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny3226               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny3227               3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny4                  3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny40                 3.1.260        AVR8L
Microchip.ATtiny_DFP.pdsc                    ATtiny402                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny404                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny406                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny412                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny414                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny416                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny417                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny424                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny426                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny427                3.1.260        AVR8X
Microchip.ATtiny_DFP.pdsc                    ATtiny4313               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny43U                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny44                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny441                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny44A                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny45                 3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny461                3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny461A               3.1.260        AVR8
Microchip.ATtiny_DFP.pdsc                    ATtiny48                 3.1.260        AVR8
